reporting_organisation,donor,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,admin5pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,end_date,comments,contact_person,position,email,phone,month_of_activity,abbreviation,implementing_partner,activity
NA,CARE International,Planned,Idleb,Harim,Qourqeena,Htan,NA,NA,SY07,SY0703,SY070304,C4161,NA,NA,مخيم حاس,camp,36.16935,36.594857,Multipurpose - One time,Earthquake,68,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,10200,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Harim,Armanaz,Kabta,NA,Kabtah  / كبته,SY07,SY0703,SY070305,C4185,NA,CP000743,NA,camp,35.982039,36.467615,Multipurpose - One time,Earthquake,64,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,9600,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Idleb,Bennsh,Foah,NA,NA,SY07,SY0700,SY070002,C3905,NA,NA,NA,village,35.982022,36.703584,Multipurpose - One time,Earthquake,795,NA,3975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,119250,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Idleb,Maaret Tamsrin,Kafraya (Maaret Tamsrin),NA,NA,SY07,SY0700,SY070005,C3952,NA,NA,NA,village,35.989886,36.676891,Multipurpose - One time,Earthquake,419,NA,2095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,62850,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Harim,Salqin,Azmarin,NA,NA,SY07,SY0703,SY070302,C4143,NA,NA,تجمع المدرسة الشمالية,camp,36.055985,36.401422,Multipurpose - One time,Earthquake,143,NA,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,21450,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Harim,Salqin,Azmarin,NA,NA,SY07,SY0703,SY070302,C4143,NA,NA,إيواء الفرج,camp,36.055985,36.401422,Multipurpose - One time,Earthquake,115,NA,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,17250,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Harim,Salqin,Azmarin,NA,NA,SY07,SY0703,SY070302,C4143,NA,NA,إيواء طريق الجبل,camp,36.055985,36.401422,Multipurpose - One time,Earthquake,117,NA,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,17550,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Harim,Dana,Kafr Deryan,NA,NA,SY07,SY0703,SY070301,C4132,NA,NA,مخيم بيت السلام /  Bayt alsalam,camp,36.174632,36.666375,Multipurpose - One time,Earthquake,97,NA,485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,14550,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Harim,Qourqeena,Koknaya,NA,NA,SY07,SY0703,SY070304,C6616,NA,NA,NA,village,36.114082,36.606636,Multipurpose - One time,Earthquake,65,NA,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,9750,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Harim,Qourqeena,Ras Elhisn,NA,NA,SY07,SY0703,SY070304,C4167,NA,NA,NA,village,36.196478,36.646584,Multipurpose - One time,Earthquake,87,NA,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,13050,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Harim,Qourqeena,Barisha,NA,NA,SY07,SY0703,SY070304,C4164,NA,NA,NA,village,36.165243,36.636461,Multipurpose - One time,Earthquake,123,NA,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,18450,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Harim,Salqin,Kafr Hind,NA,NA,SY07,SY0703,SY070302,C4151,NA,NA,NA,village,36.082796,36.42982,Multipurpose - One time,Earthquake,363,NA,1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,54450,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Ariha,Ehsem,Farkya,NA,NA,SY07,SY0705,SY070501,C4305,NA,NA,NA,village,35.725213,36.59884,Multipurpose - One time,Earthquake,111,NA,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,16650,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Ariha,Ehsem,Kafr Haya,NA,NA,SY07,SY0705,SY070501,C4306,NA,NA,NA,village,35.755139,36.585919,Multipurpose - One time,Earthquake,105,NA,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,15750,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Sharan,Omariyeh Afrin,NA,NA,SY02,SY0203,SY020304,C1510,NA,NA,NA,village,36.658722,36.956188,Multipurpose - One time,Earthquake,143,NA,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,21450,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Sharan,Sharan (Sharan),NA,NA,SY02,SY0203,SY020304,C1497,NA,NA,قرية ماتنلي / Matenly,village,36.621308,36.9416,Multipurpose - One time,Earthquake,166,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,24900,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Sharan,Sharan (Sharan),NA,NA,SY02,SY0203,SY020304,C1497,NA,NA,مخيم قيبار / Qibar,camp,36.621308,36.9416,Multipurpose - One time,Earthquake,127,NA,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,19050,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Sharan,Sharan (Sharan),NA,NA,SY02,SY0203,SY020304,C1497,NA,NA,مخيم السوار / al-Siwar,camp,36.621308,36.9416,Multipurpose - One time,Earthquake,69,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,10350,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Sharan,Sharan (Sharan),NA,NA,SY02,SY0203,SY020304,C1497,NA,NA,قرية كوبلك / Koblak,village,36.621308,36.9416,Multipurpose - One time,Earthquake,69,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,10350,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Sharan,Shaltah,NA,NA,SY02,SY0203,SY020304,C8292,NA,NA,NA,village,36.755877,36.986826,Multipurpose - One time,Earthquake,134,NA,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,20100,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Afrin,Kafir (Afrin),NA,NA,SY02,SY0203,SY020300,C1390,NA,NA,NA,village,36.421463,36.859427,Multipurpose - One time,Earthquake,111,NA,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,16650,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Harim,Qourqeena,Htan,NA,NA,SY07,SY0703,SY070304,C4161,NA,NA,NA,village,36.16935,36.594857,Multipurpose - One time,Earthquake,142,NA,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,21300,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Harim,Qourqeena,Kafr Aruq (co),NA,NA,SY07,SY0703,SY070304,C4172,NA,NA,NA,village,36.121068,36.655729,Multipurpose - One time,Earthquake,283,NA,1415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,42450,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Ariha,Ariha,Maarbalit,NA,NA,SY07,SY0705,SY070500,C4285,NA,NA,NA,village,35.808402,36.660503,Multipurpose - One time,Earthquake,104,NA,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,15600,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Ariha,Ehsem,Rami (Ehsem),NA,NA,SY07,SY0705,SY070501,C4294,NA,NA,NA,village,35.76279,36.556763,Multipurpose - One time,Earthquake,295,NA,1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,44250,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Ariha,Ariha,Kafraziba,NA,NA,SY07,SY0705,SY070500,C4282,NA,NA,NA,village,35.79426,36.594942,Multipurpose - One time,Earthquake,130,NA,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,19500,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Ariha,Ehsem,Marata (Ehsem),NA,NA,SY07,SY0705,SY070501,C4307,NA,NA,NA,village,35.710743,36.475705,Multipurpose - One time,Earthquake,201,NA,1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,30150,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Sharan,Marsawa,NA,NA,SY02,SY0203,SY020304,C1523,NA,NA,NA,village,36.762981,36.953594,Multipurpose - One time,Earthquake,149,NA,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,22350,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Sharan,Qastal Jend,NA,NA,SY02,SY0203,SY020304,C1521,NA,NA,NA,village,36.632044,37.017854,Multipurpose - One time,Earthquake,304,NA,1520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,45600,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Sharan,Sharan (Sharan),NA,NA,SY02,SY0203,SY020304,C1497,NA,NA,مخيم التعاون 1 / altaawun 1,camp,36.621308,36.9416,Multipurpose - One time,Earthquake,215,NA,1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,32250,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Sharan,Sharan (Sharan),NA,NA,SY02,SY0203,SY020304,C1497,NA,NA,مخيم التعاون 2 / altaawun 2,camp,36.621308,36.9416,Multipurpose - One time,Earthquake,123,NA,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,18450,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Bulbul,Bulbul,NA,NA,SY02,SY0203,SY020301,C1391,NA,NA,مخيم ايواء بلبل,camp,36.769656,36.819347,Multipurpose - One time,Earthquake,239,NA,1195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,35850,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Sharan,Bafelyun,NA,NA,SY02,SY0203,SY020304,C1507,NA,NA,بافيلون,camp,36.610993,36.981533,Multipurpose - One time,Earthquake,136,NA,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,20400,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Afrin,Basufan,NA,NA,SY02,SY0203,SY020300,C1374,NA,NA,NA,village,36.341079,36.873622,Multipurpose - One time,Earthquake,205,NA,1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,30750,Other,2023-06-15,2023-07-31,NA,Derek Omar Alderbas,Program Coordinator,derek.alderbas@violetsyria.org,5522633175,2023-06-30,VO,Violet Organization (VO),Multipurpose Cash Response
NA,World Vision International,Planned,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,village,35.929008,36.635276,Multipurpose - Repeated,Earthquake,125,NA,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,350,Month,2,1,700,87500,Other,NA,NA,NA,Derek Omar Alderbas,Senior Program Officer,derek.alderbas@violetsyria.org,5522633175,2023-05-31,VO,Violet Organization (VO),Multipurpose Cash Response
NA,World Vision International,Planned,Idleb,Harim,Salqin,Salqin,NA,NA,SY07,SY0703,SY070302,C4140,NA,NA,NA,village,36.139048,36.453694,Multipurpose - Repeated,Earthquake,160,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,350,Month,2,1,700,112000,Other,NA,NA,NA,Derek Omar Alderbas,Senior Program Officer,derek.alderbas@violetsyria.org,5522633175,2023-05-31,VO,Violet Organization (VO),Multipurpose Cash Response
NA,World Vision International,Planned,Idleb,Ariha,Ariha,Ariha (co),NA,NA,SY07,SY0705,SY070500,C4278,NA,NA,NA,village,35.81396,36.610185,Multipurpose - Repeated,Earthquake,100,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,350,Month,2,1,700,70000,Other,NA,NA,NA,Derek Omar Alderbas,Senior Program Officer,derek.alderbas@violetsyria.org,5522633175,2023-05-31,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Ma'btali,Kantara Ma'abatli,NA,NA,SY02,SY0203,SY020306,C7522,NA,NA,NA,village,36.562487,36.72849,Multipurpose - One time,Earthquake,192,NA,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,28800,Other,NA,NA,NA,Derek Omar Alderbas,Senior Program Officer,derek.alderbas@violetsyria.org,5522633175,2023-05-31,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,تجمع حرش ترندة / Hersh Trendah,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,174,NA,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,26100,Other,NA,NA,NA,Derek Omar Alderbas,Senior Program Officer,derek.alderbas@violetsyria.org,5522633175,2023-05-31,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,village,35.929008,36.635276,Multipurpose - One time,Earthquake,1600,NA,8000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,240000,Other,NA,NA,NA,Derek Omar Alderbas,Senior Program Officer,derek.alderbas@violetsyria.org,5522633175,2023-05-31,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Ariha,Ariha,Nahliya,NA,NA,SY07,SY0705,SY070500,C4286,NA,NA,NA,village,35.847076,36.600478,Multipurpose - One time,Earthquake,190,NA,950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,28500,Other,NA,NA,NA,Derek Omar Alderbas,Senior Program Officer,derek.alderbas@violetsyria.org,5522633175,2023-05-31,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Harim,Qourqeena,Qourqeena,NA,Al Tagtiah / التغطية,SY07,SY0703,SY070304,C4174,NA,CP001794,NA,camp,36.138546,36.61267,Multipurpose - One time,Earthquake,62,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,9300,Other,NA,NA,NA,Derek Omar Alderbas,Senior Program Officer,derek.alderbas@violetsyria.org,5522633175,2023-05-31,VO,Violet Organization (VO),Multipurpose Cash Response
NA,CARE International,Planned,Idleb,Harim,Dana,Qah (co),NA,Al Tawheed/ التوحيد,SY07,SY0703,SY070301,C4131,NA,CP000172,NA,camp,36.296273,36.725165,Multipurpose - One time,Earthquake,135,NA,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,One-off,1,1,150,20250,Other,NA,NA,NA,Derek Omar Alderbas,Senior Program Officer,derek.alderbas@violetsyria.org,5522633175,2023-05-31,VO,Violet Organization (VO),Multipurpose Cash Response
